**ACTUATORS**
Actuator,Surface,Outdoor Air Wind Direction,ZONE 4 WALL SOUTH,[degree]
Actuator,Surface,View Factor To Ground,ZONE 4 WALL NORTH,[ ]
Actuator,Surface,Outdoor Air Drybulb Temperature,ZONE 4 WALL NORTH,[C]
Actuator,Surface,Outdoor Air Wetbulb Temperature,ZONE 4 WALL NORTH,[C]
Actuator,Surface,Outdoor Air Wind Speed,ZONE 4 WALL NORTH,[m/s]
Actuator,Surface,Outdoor Air Wind Direction,ZONE 4 WALL NORTH,[degree]
Actuator,Surface,View Factor To Ground,ZONE 4 ROOF,[ ]
Actuator,Surface,Outdoor Air Drybulb Temperature,ZONE 4 ROOF,[C]
Actuator,Surface,Outdoor Air Wetbulb Temperature,ZONE 4 ROOF,[C]
Actuator,Surface,Outdoor Air Wind Speed,ZONE 4 ROOF,[m/s]
Actuator,Surface,Outdoor Air Wind Direction,ZONE 4 ROOF,[degree]
Actuator,Surface,View Factor To Ground,ZONE 4 WINDOW SOUTH,[ ]
Actuator,Surface,Outdoor Air Drybulb Temperature,ZONE 4 WINDOW SOUTH,[C]
Actuator,Surface,Outdoor Air Wetbulb Temperature,ZONE 4 WINDOW SOUTH,[C]
Actuator,Surface,Outdoor Air Wind Speed,ZONE 4 WINDOW SOUTH,[m/s]
Actuator,Surface,Outdoor Air Wind Direction,ZONE 4 WINDOW SOUTH,[degree]
Actuator,Surface,View Factor To Ground,ZONE 5 WALL SOUTH,[ ]
Actuator,Surface,Outdoor Air Drybulb Temperature,ZONE 5 WALL SOUTH,[C]
Actuator,Surface,Outdoor Air Wetbulb Temperature,ZONE 5 WALL SOUTH,[C]
Actuator,Surface,Outdoor Air Wind Speed,ZONE 5 WALL SOUTH,[m/s]
Actuator,Surface,Outdoor Air Wind Direction,ZONE 5 WALL SOUTH,[degree]
Actuator,Surface,View Factor To Ground,ZONE 5 WALL NORTH,[ ]
Actuator,Surface,Outdoor Air Drybulb Temperature,ZONE 5 WALL NORTH,[C]
Actuator,Surface,Outdoor Air Wetbulb Temperature,ZONE 5 WALL NORTH,[C]
Actuator,Surface,Outdoor Air Wind Speed,ZONE 5 WALL NORTH,[m/s]
Actuator,Surface,Outdoor Air Wind Direction,ZONE 5 WALL NORTH,[degree]
Actuator,Surface,View Factor To Ground,ZONE 5 WALL EAST,[ ]
Actuator,Surface,Outdoor Air Drybulb Temperature,ZONE 5 WALL EAST,[C]
Actuator,Surface,Outdoor Air Wetbulb Temperature,ZONE 5 WALL EAST,[C]
Actuator,Surface,Outdoor Air Wind Speed,ZONE 5 WALL EAST,[m/s]
Actuator,Surface,Outdoor Air Wind Direction,ZONE 5 WALL EAST,[degree]
Actuator,Surface,View Factor To Ground,ZONE 5 ROOF,[ ]
Actuator,Surface,Outdoor Air Drybulb Temperature,ZONE 5 ROOF,[C]
Actuator,Surface,Outdoor Air Wetbulb Temperature,ZONE 5 ROOF,[C]
Actuator,Surface,Outdoor Air Wind Speed,ZONE 5 ROOF,[m/s]
Actuator,Surface,Outdoor Air Wind Direction,ZONE 5 ROOF,[degree]
Actuator,Surface,View Factor To Ground,ZONE 5 WINDOW SOUTH,[ ]
Actuator,Surface,Outdoor Air Drybulb Temperature,ZONE 5 WINDOW SOUTH,[C]
Actuator,Surface,Outdoor Air Wetbulb Temperature,ZONE 5 WINDOW SOUTH,[C]
Actuator,Surface,Outdoor Air Wind Speed,ZONE 5 WINDOW SOUTH,[m/s]
Actuator,Surface,Outdoor Air Wind Direction,ZONE 5 WINDOW SOUTH,[degree]
Actuator,Zone,Outdoor Air Drybulb Temperature,ZONE 1,[C]
Actuator,Zone,Outdoor Air Wetbulb Temperature,ZONE 1,[C]
Actuator,Zone,Outdoor Air Wind Speed,ZONE 1,[m/s]
Actuator,Zone,Outdoor Air Wind Direction,ZONE 1,[degree]
Actuator,Zone,Outdoor Air Drybulb Temperature,ZONE 2,[C]
Actuator,Zone,Outdoor Air Wetbulb Temperature,ZONE 2,[C]
Actuator,Zone,Outdoor Air Wind Speed,ZONE 2,[m/s]
Actuator,Zone,Outdoor Air Wind Direction,ZONE 2,[degree]
Actuator,Zone,Outdoor Air Drybulb Temperature,ZONE 3,[C]
Actuator,Zone,Outdoor Air Wetbulb Temperature,ZONE 3,[C]
Actuator,Zone,Outdoor Air Wind Speed,ZONE 3,[m/s]
Actuator,Zone,Outdoor Air Wind Direction,ZONE 3,[degree]
Actuator,Zone,Outdoor Air Drybulb Temperature,ZONE 4,[C]
Actuator,Zone,Outdoor Air Wetbulb Temperature,ZONE 4,[C]
